Bedrooms,Bathrooms,Price,Year_built,Address,City,State
3,2,109000,1987,824  NETHERLANDS DR, HERMITAGE, TN
3,2,104000,1985,505  DEBBIE DR, HERMITAGE, TN
3,2,134000,1989,825  STONER MILL LN, HERMITAGE, TN
3,2,151000,1993,845  STONER MILL LN, HERMITAGE, TN
4,3,209900,1990,4549  RACCOON TRL, HERMITAGE, TN
3,2,220000,1965,2007  HICKORY HILL LN, HERMITAGE, TN
3,1.5,153000,1962,6014  LOPEZ LN, HERMITAGE, TN
3,2,160000,1992,1705  RIDGEMERE CT, HERMITAGE, TN
3,2,155000,1989,1921  WELSENBORO CIR, HERMITAGE, TN
3,2,141000,1991,3221  DOCKSIDE DR, HERMITAGE, TN
3,1,119000,1979,501  ROCKWOOD DR, HERMITAGE, TN
3,2,193500,1993,3701  SEVILLE DR, HERMITAGE, TN
4,2,120000,1984,1322  TULIP GROVE RD, HERMITAGE, TN
3,2,155000,1979,405  MONTEGO CV, HERMITAGE, TN
4,2,158800,1981,5104  ROXBOROUGH DR, HERMITAGE, TN
4,2.5,264500,2006,4136  HELENA BAY CT, HERMITAGE, TN
2,1.5,92000,1984,5140  HUNTERS POINT LN, HERMITAGE, TN
3,2,154900,1963,324  BONNAHURST DR, HERMITAGE, TN
4,3,155000,1962,175  JACKSONIAN DR, HERMITAGE, TN
3,1,106300,1961,216  JACKSONIAN DR, HERMITAGE, TN
3,1,149000,1962,5003  BONNAMEADE DR, HERMITAGE, TN
3,2,162000,1965,4262  SWEDEN DR, HERMITAGE, TN
4,1,179700,1935,4359  BATON ROUGE DR, HERMITAGE, TN
4,2,136000,1984,101  RACHELS TRAIL CT, HERMITAGE, TN
4,2,150000,1970,617  TOPEKA DR, HERMITAGE, TN
3,1.5,141000,1963,213  BONNAVUE DR, HERMITAGE, TN
3,1.5,130000,1963,8311  GORDON LN, HERMITAGE, TN
3,1.5,166000,1963,8313  TERRY LN, HERMITAGE, TN
4,4,136000,1983,121  BELGIUM CT, HERMITAGE, TN
3,2,104900,1985,1027  RACHELS SQUARE DR, HERMITAGE, TN
3,1.5,149500,1962,8205  LUREE LN, HERMITAGE, TN
3,1.5,74000,1987,810  NETHERLANDS DR, HERMITAGE, TN
3,2,78500,1986,837  NETHERLANDS DR, HERMITAGE, TN
3,1.5,204000,1986,831  NETHERLANDS DR, HERMITAGE, TN
3,1.5,204000,1986,823  NETHERLANDS DR, HERMITAGE, TN
3,1.5,204000,1987,820  NETHERLANDS DR, HERMITAGE, TN
2,1.5,138400,1984,523  OLD LEBANON DIRT RD, HERMITAGE, TN
3,2,221000,1987,4200  SADDLEBROOKE PL, HERMITAGE, TN
3,2.5,164000,1987,1813  BARNWELL CT, HERMITAGE, TN
3,1.5,306000,1959,4225  CENTRAL PIKE, HERMITAGE, TN
6,4,128000,1984,4645  FOREST RIDGE DR, HERMITAGE, TN
4,2,109000,1983,4440  GINA BROOKE DR, HERMITAGE, TN
3,2,192000,1972,4050  LAKE PKWY, HERMITAGE, TN
3,1.5,150000,1983,5124  ROXBOROUGH DR, HERMITAGE, TN
3,2,170000,1983,5917  S NEW HOPE RD, HERMITAGE, TN
3,2,160000,1979,5141  LANA RENEE CT, HERMITAGE, TN
4,3.5,525000,2002,3235  PUGH RD, HERMITAGE, TN
3,2,154900,1961,223  BONNABROOK DR, HERMITAGE, TN
3,2,173000,1970,4530  BATON ROUGE DR, HERMITAGE, TN
3,2,168400,1977,4809  CONCORD DR, HERMITAGE, TN
3,1.5,170000,1965,198  BONNAFIELD DR, HERMITAGE, TN
3,2,149941,1965,221  BONNAVUE DR, HERMITAGE, TN
3,2.5,105000,1984,526  HIGHLAND VIEW DR, HERMITAGE, TN
3,1.5,124000,1985,636  FRANKFORT DR, HERMITAGE, TN
3,1,125000,1961,3926  PLANTATION DR, HERMITAGE, TN
3,1.5,136500,1962,8221  LUREE LN, HERMITAGE, TN
3,2,195000,1974,604  BATON ROUGE CT, HERMITAGE, TN
3,2,180000,1977,629  NETHERLANDS DR, HERMITAGE, TN
3,1,117500,1960,256  BONNALYNN DR, HERMITAGE, TN
4,2,169900,1962,8127  GORDON LN, HERMITAGE, TN
3,1.5,116900,1978,5016  ROWENA DR, HERMITAGE, TN
3,1.5,137000,1979,4824  LEESA ANN LN, HERMITAGE, TN
3,2,150500,1993,4729  ASHLEY WAY, HERMITAGE, TN
3,2,177000,1989,509  PINE VIEW CT, HERMITAGE, TN
3,2,157500,1969,6044  PANAMA DR, HERMITAGE, TN
4,2,188000,1984,1621  RACHELS RETREAT CIR, HERMITAGE, TN
3,2,198000,1983,636  OLD LEBANON DIRT RD, HERMITAGE, TN
3,2,145000,1984,1272  JACKSONS HILL RD, HERMITAGE, TN
3,2,157000,1986,1520  MARKET SQ, HERMITAGE, TN
3,2.5,170000,1987,1425  MARKET SQ, HERMITAGE, TN
4,2.5,206000,1993,1525  ANDCHEL DR, HERMITAGE, TN
2,2,141000,1989,108  SCHOONER CT, HERMITAGE, TN
3,2,210000,1993,3709  SEVILLE DR, HERMITAGE, TN
5,3,230000,1989,900  BLACKJACK CT, HERMITAGE, TN
4,2,107000,1983,4501  BROOKE VALLEY DR, HERMITAGE, TN
4,3,259000,1971,4032  PORT VICTORIA CT, HERMITAGE, TN
3,2,190000,1979,5911  PORT ANADARKO TRL, HERMITAGE, TN
3,3,110000,1995,5169  HUNTERS POINT LN, HERMITAGE, TN
3,1.5,140000,1960,3812  BONNACREEK DR, HERMITAGE, TN
3,1.5,135500,1968,5003  BONNASIDE DR, HERMITAGE, TN
3,1.5,137000,1968,520  COLUMBUS DR, HERMITAGE, TN
3,1,150000,1960,3930  PLANTATION DR, HERMITAGE, TN
3,1,133000,1964,8311  LUREE LN, HERMITAGE, TN
4,2,199900,1974,617  HIGHLAND VIEW CT, HERMITAGE, TN
3,1.5,81000,1985,818  BRADLEY PL, HERMITAGE, TN
3,1,85000,1960,260  BONNALYNN DR, HERMITAGE, TN
2,2,95000,1960,258 A  BONNACROFT DR, HERMITAGE, TN
3,1.5,134900,1960,133  BONNABROOK DR, HERMITAGE, TN
3,1,149500,1961,320  JACKSONIAN DR, HERMITAGE, TN
3,1.5,130000,1962,8208  LUREE LN, HERMITAGE, TN
3,1.5,145000,1963,8203  LUREE LN, HERMITAGE, TN
3,1.5,95000,1987,818  NETHERLANDS DR, HERMITAGE, TN
3,2,187781,1984,1232  JACKSONS HILL RD, HERMITAGE, TN
4,2,111000,1979,3525  MAGNUM DR, HERMITAGE, TN
3,1,116000,1978,433  ROCKWOOD DR, HERMITAGE, TN
3,2,138650,2001,1012  SADDLESTONE DR, HERMITAGE, TN
4,3,252500,1989,4113  NEW HOPE MEADOW RD, HERMITAGE, TN
3,3,174000,1979,5204  LANA RENEE CT, HERMITAGE, TN
3,3,214411,1992,5336  ROXBOROUGH PASS, HERMITAGE, TN
4,3,171000,1965,122  JACKSONIAN DR, HERMITAGE, TN
3,1.5,140000,1960,3812  BONNACREEK DR, HERMITAGE, TN
3,1.5,163800,1968,4421  JUNEAU DR, HERMITAGE, TN
3,2,140000,1967,636  DES MOINES DR, HERMITAGE, TN
3,3,204900,1968,600  TOPEKA DR, HERMITAGE, TN
3,2.5,107000,1985,702  RACHELS TRL, HERMITAGE, TN
4,2,159900,1962,7002  BONNACREST DR, HERMITAGE, TN
3,1,109750,1965,7006  BONNACREST DR, HERMITAGE, TN
3,1,139000,1960,3933  PLANTATION DR, HERMITAGE, TN
3,1.5,140000,1960,3907  BONNAVISTA DR, HERMITAGE, TN
3,1.5,135000,1966,205  BONNARIDGE DR, HERMITAGE, TN
3,1.5,122500,1963,8220  LUREE LN, HERMITAGE, TN
4,3,155900,1964,4211  SWEDEN DR, HERMITAGE, TN
3,2.5,150000,1981,500  DUTCHMANS DR, HERMITAGE, TN
2,1,74900,1985,4314  BATON ROUGE DR, HERMITAGE, TN
3,2,154900,1997,1120  RICHARD LEE CIR, HERMITAGE, TN
3,1.5,111400,1976,608  HIDDEN HILL DR, HERMITAGE, TN
3,2,159900,1989,500  PINE VIEW CT, HERMITAGE, TN
3,3,247500,1987,4233  SADDLEBROOKE PL, HERMITAGE, TN
4,2,120000,1990,1556  MARKET SQ, HERMITAGE, TN
3,2,70025,1990,4273  VALLEY GROVE DR, HERMITAGE, TN
3,2,115000,1950,4344  CENTRAL PIKE, HERMITAGE, TN
3,2,205000,1998,4837  MYRA DR, HERMITAGE, TN
3,3,235600,1999,4844  MYRA DR, HERMITAGE, TN
4,2,115000,1984,4624  FOREST RIDGE DR, HERMITAGE, TN
4,3,310000,1974,6020  PORT JAMAICA DR, HERMITAGE, TN
3,1,165000,1955,2228  GRANNY WRIGHT LN, HERMITAGE, TN
4,3.5,537500,2002,3241  THOROUGHBRED DR, HERMITAGE, TN
3,1,145000,1962,412  BONNAWOOD DR, HERMITAGE, TN
3,2,160000,1963,403  BONNAWOOD DR, HERMITAGE, TN
3,1.5,162000,1962,3811  BONNACREEK DR, HERMITAGE, TN
3,1.5,161500,1963,8405  GULLETT DR, HERMITAGE, TN
3,2.5,90000,1984,705  RACHELS TRL, HERMITAGE, TN
4,2,130000,1983,598  TULIP GROVE RD, HERMITAGE, TN
3,1,129000,1964,8307  LUREE LN, HERMITAGE, TN
3,1.5,140000,1960,8314  LUREE LN, HERMITAGE, TN
2,1.5,94000,1985,4251  ANDREW JACKSON PKWY, HERMITAGE, TN
2,1.5,63000,1985,709  WILL PL, HERMITAGE, TN
2,1.5,103000,1985,1016  RACHELS SQUARE DR, HERMITAGE, TN
3,2,106600,1985,511  HIDDEN HILL DR, HERMITAGE, TN
3,2,110000,1988,504  HIDDEN HILL DR, HERMITAGE, TN
2,1.5,179900,1984,523  OLD LEBANON DIRT RD, HERMITAGE, TN
4,2,139000,1962,6017  CORTEZ CT, HERMITAGE, TN
3,1.5,150000,1984,1256  JACKSONS HILL RD, HERMITAGE, TN
3,2,141000,1987,1408  WOODCHIMES CT, HERMITAGE, TN
4,3,200000,1992,1536  ANDCHEL DR, HERMITAGE, TN
2,1.5,90000,1989,110  SCHOONER CT, HERMITAGE, TN
3,2,140000,2001,109  SADDLESTONE CT S, HERMITAGE, TN
3,2,125000,1990,4252  VALLEY GROVE DR, HERMITAGE, TN
4,2,240000,1971,6003  PORT ANADARKO TRL, HERMITAGE, TN
3,3,135000,1979,5201  ALYADAR DR, HERMITAGE, TN
4,3,420000,1992,1623  STEWARTS FERRY PIKE, HERMITAGE, TN
2,1,596000,1952,4109  SMOTHERMAN LN, HERMITAGE, TN
3,1,596000,1955,4103  SMOTHERMAN LN, HERMITAGE, TN
3,1.5,154900,1965,7052  BONNAVENT DR, HERMITAGE, TN
4,3,183900,1965,7016  BONNALAKE DR, HERMITAGE, TN
3,2,156305,1960,205  BONNALYNN DR, HERMITAGE, TN
3,1.5,175000,1962,5006  BONNAHILL DR, HERMITAGE, TN
4,4,164900,1974,500  TRENTON CT, HERMITAGE, TN
4,4,148250,1979,4754  TRENTON DR, HERMITAGE, TN
4,2,148250,1979,4758  TRENTON DR, HERMITAGE, TN
4,4,148250,1979,4762  TRENTON DR, HERMITAGE, TN
4,2,148250,1979,4766  TRENTON DR, HERMITAGE, TN
3,1.5,174900,1968,649  DES MOINES DR, HERMITAGE, TN
3,1.5,154300,1964,408  TERRY PL, HERMITAGE, TN
3,2,152500,1962,3844  BONNACREEK DR, HERMITAGE, TN
3,2.5,225000,1988,1748  RIDGEMERE CT, HERMITAGE, TN
3,2,111250,1987,1412  WOODCHIMES CT, HERMITAGE, TN
3,2,130000,1984,1413  AUTUMN KNL, HERMITAGE, TN
3,2,142000,1983,1456  AUTUMN KNL, HERMITAGE, TN
3,2,150000,1991,3309  DOCKSIDE DR, HERMITAGE, TN
3,1.5,129900,1980,113  ALBEE CT, HERMITAGE, TN
4,3,236900,1976,5916  NEW HOPE CT, HERMITAGE, TN
4,2,128000,1976,5909  NEW HOPE CT, HERMITAGE, TN
4,3,301000,1983,3320  HOBSON PIKE, HERMITAGE, TN
4,2,184632,1965,7004  BONNAMERE DR, HERMITAGE, TN
3,1,150000,1965,155  BONNAFIELD DR, HERMITAGE, TN
4,1.5,205000,1969,617  ALBANY DR, HERMITAGE, TN
3,2,170000,1973,597  DUTCHMANS DR, HERMITAGE, TN
4,2,179900,1965,208  BONNAVUE DR, HERMITAGE, TN
5,2,178250,1964,4215  SWEDEN DR, HERMITAGE, TN
3,2,149000,1963,6014  PANAMA DR, HERMITAGE, TN
3,2,167000,1963,6005  LOPEZ LN, HERMITAGE, TN
3,1.5,172500,1983,512  JACKSON THISTLE, HERMITAGE, TN
3,1,132000,1982,1009  JACKSONS VALLEY RD, HERMITAGE, TN
3,2,164900,1983,1444  AUTUMN KNL, HERMITAGE, TN
3,3,220000,1993,1565  MARKET SQ, HERMITAGE, TN
3,1.5,107000,1979,105  ALBEE CT, HERMITAGE, TN
4,3,175000,1977,923  HERMITAGE RDG, HERMITAGE, TN
4,4,119900,1979,727  LINDEN GRN, HERMITAGE, TN
3,2,172000,1964,7009  BONNAMERE DR, HERMITAGE, TN
3,1,150000,1960,5024  BONNAMEADE DR, HERMITAGE, TN
3,1.5,160000,1964,5024  BONNAHILL DR, HERMITAGE, TN
4,2,229900,1966,2019  HICKORY HILL LN, HERMITAGE, TN
2,1,207500,1958,834  TULIP GROVE RD, HERMITAGE, TN
3,1.5,107125,1977,916  OAK VALE, HERMITAGE, TN
3,2,140000,1974,4739  TRENTON DR, HERMITAGE, TN
3,2,116900,1985,4304  BATON ROUGE DR, HERMITAGE, TN
5,3,257500,1983,620  BELGIUM DR, HERMITAGE, TN
3,1.5,132900,1978,609  DEBBIE DR, HERMITAGE, TN
3,2,136000,1989,833  STONER MILL LN, HERMITAGE, TN
5,2,185000,1962,6021  CORTEZ CT, HERMITAGE, TN
3,2.5,185000,1984,1644  RACHELS RETREAT CIR, HERMITAGE, TN
3,1,189900,1983,1464  AUTUMN KNL, HERMITAGE, TN
3,2,160400,2001,1029  SADDLESTONE DR, HERMITAGE, TN
3,2,253000,1989,1109  MISTLETOE CIR, HERMITAGE, TN
3,2,161000,1988,4217  NEW HOPE MEADOW RD, HERMITAGE, TN
4,2,110000,1983,1005  CENTRAL VALLEY CT, HERMITAGE, TN
3,3,205000,1977,4217  BAYSIDE LN, HERMITAGE, TN
3,1,134000,1954,3103  EARHART RD, HERMITAGE, TN
3,2,175000,1979,5911  PORT ANADARKO TRL, HERMITAGE, TN
3,2,185900,1979,5104  LANA RENEE CT, HERMITAGE, TN
3,2,153000,1981,5185  ROXBOROUGH DR, HERMITAGE, TN
2,1.5,111850,1984,5114  HUNTERS POINT LN, HERMITAGE, TN
3,2,470000,1993,2350  GRANNY WRIGHT LN, HERMITAGE, TN
3,1.5,165000,1965,8100  BONNAFAIR DR, HERMITAGE, TN
3,1.5,145000,1962,3900  PLANTATION DR, HERMITAGE, TN
3,1.5,117000,1960,5003  BONNAVISTA DR, HERMITAGE, TN
4,2,177000,1964,5020  BONNAHILL DR, HERMITAGE, TN
3,1.5,116100,1962,5008  BONNAHILL DR, HERMITAGE, TN
3,1,110000,1960,5017  BONNAHILL DR, HERMITAGE, TN
3,1.5,105000,1962,3832  BONNACREEK DR, HERMITAGE, TN
3,2,186500,1968,501  ALBANY DR, HERMITAGE, TN
3,2,165000,1967,4244  NEPAL DR, HERMITAGE, TN
4,2,132500,1983,588  TULIP GROVE RD, HERMITAGE, TN
3,2,126000,1960,204  BONNARIDGE DR, HERMITAGE, TN
4,2,149900,1967,230  BONNAFIELD DR, HERMITAGE, TN
3,2,178000,1974,625  BATON ROUGE CT, HERMITAGE, TN
3,2.5,113402,1985,808  RACHELS VW, HERMITAGE, TN
3,1,146000,1960,233  JACKSONIAN DR, HERMITAGE, TN
3,1.5,163000,1968,114  BONNABROOK DR, HERMITAGE, TN
3,1.5,217000,1963,8126  LUREE LN, HERMITAGE, TN
3,2,213000,1990,1220  FIREFLY RD, HERMITAGE, TN
3,2,162000,1987,1445  MARKET SQ, HERMITAGE, TN
3,2,149900,1991,3217  DOCKSIDE DR, HERMITAGE, TN
3,1.5,104000,1980,3549  ALBEE DR, HERMITAGE, TN
4,2,98500,1983,4253  VALLEY GROVE DR, HERMITAGE, TN
3,3,246000,1991,4609  RACCOON TRL, HERMITAGE, TN
3,2,210000,1988,4217  NEW HOPE MEADOW RD, HERMITAGE, TN
3,2.5,219900,2001,6013  ELIJAH CT, HERMITAGE, TN
2,1.5,71000,1983,4519  BROOKE VALLEY DR, HERMITAGE, TN
3,2,222900,1972,5928  PORT ANADARKO TRL, HERMITAGE, TN
3,1.5,104000,1984,5120  HUNTERS POINT LN, HERMITAGE, TN
4,2,189900,1975,8132 BONNAFAIR  DR, HERMITAGE, TN
2,1,56521,1983,8123 BONNAFAIR  DR, HERMITAGE, TN
4,1,160000,1962,244 BONNABROOK  DR, HERMITAGE, TN
4,2,120000,1978,540 RALIEGH  DR, HERMITAGE, TN
3,1.5,160000,1974,4727 TRENTON  DR, HERMITAGE, TN
3,1,150500,1964,8413 GULLETT  DR, HERMITAGE, TN
3,2,179900,1977,737 DUTCHMANS  CT, HERMITAGE, TN
3,2,123700,1977,734 DUTCHMANS  CT, HERMITAGE, TN
3,1.5,164900,1960,241 BONNACROFT  DR, HERMITAGE, TN
3,2,155000,1966,242 BONNAFIELD  DR, HERMITAGE, TN
3,1.5,219900,1966,4019 PLANTATION  DR, HERMITAGE, TN
3,1,144900,1963,8309 LUREE  LN, HERMITAGE, TN
3,1.5,153900,1963,8219 LUREE  LN, HERMITAGE, TN
3,1.5,190000,1963,8220 LUREE  LN, HERMITAGE, TN
3,1.5,178000,1963,8225 GORDON  LN, HERMITAGE, TN
3,2,213500,1978,637 HIGHLAND VIEW  CT, HERMITAGE, TN
3,3,212500,1974,616 HIGHLAND VIEW  CT, HERMITAGE, TN
3,2,153000,1974,4339 BATON ROUGE  DR, HERMITAGE, TN
2,2,89000,1984,703 MERCER  DR, HERMITAGE, TN
3,2,128000,1985,4310 BATON ROUGE  DR, HERMITAGE, TN
4,2,155000,1981,633 HIDDEN HILL  DR, HERMITAGE, TN
3,2,230000,1966,2003 HICKORY HILL  LN, HERMITAGE, TN
4,2,199000,1968,3821 PACIFICA  DR, HERMITAGE, TN
3,2.5,272200,1986,4425 CHANDLER  RD, HERMITAGE, TN
3,2.5,186000,1987,1600 ROBARDS  WAY, HERMITAGE, TN
3,2,163500,1987,1601 ROBARDS  WAY, HERMITAGE, TN
3,2,107000,1987,3335 LAKESIDE  PL, HERMITAGE, TN
4,3,280000,1989,4509 RACCOON  TRL, HERMITAGE, TN
6,4,270000,1980,4113 HELENA BAY  CT, HERMITAGE, TN
3,2,150000,1979,5109 LANA RENEE  CT, HERMITAGE, TN
3,2,200000,1983,5184 ROXBOROUGH  DR, HERMITAGE, TN
3,2,262000,1979,5084 BELL  RD, HERMITAGE, TN
3,3,124000,1994,5100 HUNTERS POINT  LN, HERMITAGE, TN
2,1.5,115000,1984,5133 HUNTERS POINT  LN, HERMITAGE, TN
3,3,435000,1993,2390 GRANNY WRIGHT  LN, HERMITAGE, TN
4,1.5,130600,1965,7043 BONNAVENT  DR, HERMITAGE, TN
3,1.5,165000,1967,382 BONNAVALE  DR, HERMITAGE, TN
4,2,199900,1964,152 JACKSONIAN  DR, HERMITAGE, TN
3,1.5,184900,1977,916 OAK VALE, HERMITAGE, TN
3,1.5,165000,1968,512 ALBANY  DR, HERMITAGE, TN
3,1.5,180000,1969,4687  TRENTON  DR, HERMITAGE, TN
5,3,195000,1968,4533 ANDREW JACKSON  PKWY, HERMITAGE, TN
3,2,192000,1970,4542 BATON ROUGE  DR, HERMITAGE, TN
3,1.5,142500,1972,525 AUGUSTA  DR, HERMITAGE, TN
4,2,184000,1962,302 BONNAVUE  DR, HERMITAGE, TN
3,2,218000,1969,4416 BATON ROUGE  DR, HERMITAGE, TN
2,1.5,128000,1985,722 RACHELS  TRL, HERMITAGE, TN
3,2,159900,1962,304 BONNAHURST  DR, HERMITAGE, TN
3,1.5,225000,1965,231 BONNAFIELD  DR, HERMITAGE, TN
3,1.5,180650,1965,237 BONNAFIELD  DR, HERMITAGE, TN
3,1.5,130000,1964,8408 TERRY  LN, HERMITAGE, TN
2,1,69000,1985,1014 RACHELS SQUARE  DR, HERMITAGE, TN
2,2,60000,1985,4245 ANDREW JACKSON  PKWY, HERMITAGE, TN
3,2,153000,1994,4709 ASHLEY  WAY, HERMITAGE, TN
3,2,201000,1986,557 OLD LEBANON DIRT  RD, HERMITAGE, TN
3,2,180000,1984,604 OLD LEBANON DIRT  RD, HERMITAGE, TN
3,2,170000,1981,208 RETREAT  CT W, HERMITAGE, TN
3,1,106000,1981,109 JACKSONS RETREAT  CT, HERMITAGE, TN
2,2,161100,1986,409 SCENICWAY KNOB, HERMITAGE, TN
3,2,192000,1991,1929 WELSENBORO  CIR, HERMITAGE, TN
3,1,92500,1930,4243 CENTRAL  PIKE, HERMITAGE, TN
4,3,200000,1989,4616 RACCOON  TRL, HERMITAGE, TN
4,2,213000,1985,4537 BROOKE VALLEY  DR, HERMITAGE, TN
4,4,213000,1985,4328 VALLEY GROVE  DR, HERMITAGE, TN
4,2.5,330000,2004,6178 N NEW HOPE  RD, HERMITAGE, TN
3,2,263900,2000,6113 ALLEN  CT, HERMITAGE, TN
3,2,145000,1983,816 GINA BROOKE  CT, HERMITAGE, TN
3,2,94000,1983,808 GINA BROOKE  CT, HERMITAGE, TN
3,2,107500,1984,4332 CENTRAL VALLEY  DR, HERMITAGE, TN
3,2,316500,1972,4043 LAKE PARKWAY  CT, HERMITAGE, TN
3,3,255000,1979,6040 PORT ANADARKO  TRL, HERMITAGE, TN
4,3,265000,1980,6048 PORT ANADARKO  TRL, HERMITAGE, TN
3,2,169000,1972,4086 LAKE  PKWY, HERMITAGE, TN
3,3,215900,1979,5125 ROXBOROUGH  DR, HERMITAGE, TN
4,3.5,270000,1974,4016 PORT JAMAICA  CT, HERMITAGE, TN
2,1.5,110000,1985,5141 HUNTERS POINT  LN, HERMITAGE, TN
2,1.5,103043,1984,5108 HUNTERS POINT  LN, HERMITAGE, TN
4,2,181000,1963,326 BONNAHURST  DR, HERMITAGE, TN
3,1.5,168000,1962,3720 PLANTATION  DR, HERMITAGE, TN
3,1,150000,1933,5309 WEBER  RD, HERMITAGE, TN
4,1.5,117500,1966,167 BONNAFIELD  DR, HERMITAGE, TN
3,2,171557,1985,664 DUTCHMANS  DR, HERMITAGE, TN
3,2.5,155000,1964,411 TERRY  PL, HERMITAGE, TN
3,2,164900,1977,645 NETHERLANDS  DR, HERMITAGE, TN
4,1.5,165000,1960,214 BONNARIDGE  DR, HERMITAGE, TN
4,2,169000,1980,5009 ROWENA  DR, HERMITAGE, TN
3,1,141900,1966,7003 PANAMA  DR, HERMITAGE, TN
3,1,137900,1981,109 JACKSONS RETREAT  CT, HERMITAGE, TN
3,2,167900,1985,1104 JACKSONS VALLEY  RD, HERMITAGE, TN
3,2,222500,1976,5880 S NEW HOPE  RD, HERMITAGE, TN
2,1.5,112000,1984,5225 DOVE  TRL, HERMITAGE, TN
3,1.5,187500,1976,908 HAVEN  CRST, HERMITAGE, TN
4,1.5,166000,1963,422 BONNAWOOD  DR, HERMITAGE, TN
3,1.5,220000,1964,5008 BONNAVISTA  DR, HERMITAGE, TN
3,2,155000,1962,234 BONNABROOK  DR, HERMITAGE, TN
2,1,176900,1960,5018 BONNAHILL  DR, HERMITAGE, TN
3,2,187500,1968,4545 ANDREW JACKSON  PKWY, HERMITAGE, TN
4,2,118000,1971,501 FRANKFORT  DR, HERMITAGE, TN
3,1.5,150000,1971,625 ATLANTA  DR, HERMITAGE, TN
3,3,224900,1967,4236 NEPAL  DR, HERMITAGE, TN
3,1.5,142500,1968,4443 ANDREW JACKSON  PKWY, HERMITAGE, TN
2,1,81910,1985,801 RACHELS  VW, HERMITAGE, TN
3,1.5,156900,1964,211 BONNARIDGE  DR, HERMITAGE, TN
2,1,127000,1966,244 BONNALYNN  DR, HERMITAGE, TN
4,2,170000,1966,292 BONNASPRING  DR, HERMITAGE, TN
2,1.5,70000,1985,686 MERCER  DR, HERMITAGE, TN
3,2,141000,1985,1015 RACHELS SQUARE  DR, HERMITAGE, TN
3,1,152000,1960,255 BONNACROFT  DR, HERMITAGE, TN
3,1.5,170000,1976,644 HIDDEN HILL  DR, HERMITAGE, TN
2,2,163500,1994,4808 LEESA ANN  LN, HERMITAGE, TN
3,2,110000,1989,505 PINE VIEW  CT, HERMITAGE, TN
4,3,342000,1981,631 OLD LEBANON DIRT  RD, HERMITAGE, TN
5,2.5,115000,1944,3505 ALBEE  DR, HERMITAGE, TN
3,2,190000,1988,313 STROMBURY  CT, HERMITAGE, TN
2,1,42000,1984,4235 VALLEY GROVE  DR, HERMITAGE, TN
3,2,250000,2001,6112 ALLEN  CT, HERMITAGE, TN
3,2,129400,1984,4332 CENTRAL VALLEY  DR, HERMITAGE, TN
3,2,272000,1994,5412 ROXBOROUGH  PT, HERMITAGE, TN
3,2,176000,1979,4005 PORT JAMAICA  CT, HERMITAGE, TN
3,2,239900,1980,5080 BELL  RD, HERMITAGE, TN
2,1.5,114900,1984,5106 HUNTERS POINT  LN, HERMITAGE, TN
4,4,500000,1985,6080 S MOUNT JULIET  RD, HERMITAGE, TN
4,2,168000,1979,8129 BONNAFAIR  DR, HERMITAGE, TN
3,1.5,140000,1962,7036 BONNAVENT  DR, HERMITAGE, TN
4,2,158000,1960,5002 BONNAMEADE  DR, HERMITAGE, TN
4,2.5,369000,1973,4501 CHANDLER  RD, HERMITAGE, TN
3,1.5,160000,1966,310 BONNAVUE  DR, HERMITAGE, TN
4,4,155000,1971,4289 SWEDEN  DR, HERMITAGE, TN
2,1,117000,1985,807 RACHELS  VW, HERMITAGE, TN
3,1.5,184900,1969,617 DENVER  DR, HERMITAGE, TN
3,1,164500,1979,604 HIGHLAND VIEW  CT, HERMITAGE, TN
3,2,173000,1986,608 MERCER  DR, HERMITAGE, TN
2,1.5,100100,1984,685 MERCER  DR, HERMITAGE, TN
2,1.5,99000,1984,683 MERCER  DR, HERMITAGE, TN
3,2,124000,1992,849 STONER MILL  LN, HERMITAGE, TN
3,2,116100,1989,505 PINE VIEW  CT, HERMITAGE, TN
4,2,225000,1989,4561 RACCOON  TRL, HERMITAGE, TN
3,1.5,163000,1982,200 RETREAT  CT W, HERMITAGE, TN
3,2,184900,1984,1416 AUTUMN  KNL, HERMITAGE, TN
3,2,170000,1985,1312 PRESIDENTIAL  TRCE, HERMITAGE, TN
4,2,120750,1979,4116 HUNTING  DR, HERMITAGE, TN
3,2,166600,2001,100  SADDLESTONE  CT S, HERMITAGE, TN
4,2,117900,1984,4556 BROOKE VALLEY  DR, HERMITAGE, TN
4,2,112000,1983,4620 FOREST RIDGE  DR, HERMITAGE, TN
4,3,320000,1974,3654 HOGGETT FORD  RD, HERMITAGE, TN
6,4,166500,1971,4054 LAKE  PKWY, HERMITAGE, TN
4,2,320000,1966,5227 JOHN HAGAR  RD, HERMITAGE, TN
3,3,248000,1984,5709 ST CHARLES  CT, HERMITAGE, TN
4,1,499900,1920,1741 BAKERS GROVE  RD, HERMITAGE, TN
3,1,220000,1963,7020 BONNAMERE  DR, HERMITAGE, TN
3,2,229900,1963,411 BONNAWOOD  DR, HERMITAGE, TN
3,1.5,130213,1965,173 BONNAFIELD  DR, HERMITAGE, TN
3,2,207000,1965,192 BONNAFIELD  DR, HERMITAGE, TN
2,2,115700,1984,500 HIGHLAND VIEW  DR, HERMITAGE, TN
4,2,183000,1969,624 TOPEKA  DR, HERMITAGE, TN
3,2,179900,1973,623 FRANKFORT  DR, HERMITAGE, TN
2,2,200000,1976,4852 CONCORD  DR, HERMITAGE, TN
